location,cause,year,val
Niger,Respiratory infections,1991,390.0665285034373
Niger,Enteric infections,1991,461.8953981064038
Niger,Other infectious diseases,1991,367.4475311286548
Niger,Postpartum disorders,1991,170.88560075206993
Myanmar,Chronic respiratory diseases,1994,93.53032261820216
Albania,Chronic respiratory diseases,1991,30.290925135324372
Tuvalu,Diabetes,1993,98.6662819972438
Libya,Postpartum disorders,1991,63.85014119623425
Viet Nam,Transport injuries,1993,21.375188661863533
Viet Nam,Diabetes,1993,33.06041711364214
Australia,Cardiovascular diseases,1995,285.5623141174985
India,Diabetes,1991,20.647773712198944
Finland,Chronic respiratory diseases,1994,24.80933316959216
Spain,Cardiovascular diseases,1992,315.12649442151394
Bolivia (Plurinational State of),Other non-communicable diseases,1991,31.82204956637144
Brunei Darussalam,Cardiovascular diseases,1993,113.13745889298092
El Salvador,Neoplasms,1991,50.35667693410281
Nigeria,STD,1992,22.450456961994977
Nigeria,Respiratory infections,1992,253.41579789861444
Nigeria,Neoplasms,1991,37.85934761415506
Marshall Islands,Neoplasms,1995,56.32557475443798
Luxembourg,Homicides & suicides,1991,21.972181287651654
Democratic Republic of the Congo,STD,1994,99.27582444246464
Democratic Republic of the Congo,Respiratory infections,1994,250.90556922960215
Democratic Republic of the Congo,Enteric infections,1994,129.50988997586305
Democratic Republic of the Congo,Other infectious diseases,1994,101.78022509333418
Albania,Unintentional injuries,1991,20.634588441396115
Singapore,Respiratory infections,1993,46.26094119348097
Lithuania,Substance use disorders,1991,22.1671251867203
Qatar,Neoplasms,1995,32.233311824374944
United States of America,Cardiovascular diseases,1991,342.34494260121176
Spain,Respiratory infections,1994,24.573046308850547
United States Virgin Islands,Neoplasms,1993,131.25116759424878
United States Virgin Islands,Neurological disorders,1993,20.146538536969764
Northern Mariana Islands,Homicides & suicides,1992,24.5677913078595
United Republic of Tanzania,Tropical diseases,1992,126.80452858461274
Bolivia (Plurinational State of),Transport injuries,1991,30.557952685581977
Bolivia (Plurinational State of),Diabetes,1991,38.92749061726482
Myanmar,Other non-communicable diseases,1991,38.4878627292313
Morocco,Neoplasms,1991,44.54542548253259
Solomon Islands,Other non-communicable diseases,1992,22.698130754069023
Nepal,Neoplasms,1991,48.12679614690473
Republic of Moldova,Neoplasms,1991,144.9254757608116
Czechia,Chronic respiratory diseases,1994,22.687362935745035
Malawi,Tropical diseases,1995,202.2917148251912
Ecuador,Neoplasms,1991,65.91946417670873
Angola,Nutritional deficiencies,1995,94.11575359489989
Lithuania,Homicides & suicides,1992,48.24287040107707
Myanmar,Respiratory infections,1991,224.71391522213096
Myanmar,Enteric infections,1991,127.38441267747332
Myanmar,Other infectious diseases,1991,86.73721357574412
Myanmar,Postpartum disorders,1991,96.60109213289697
Myanmar,Diabetes,1991,52.08896239762728
Ecuador,Transport injuries,1992,26.75173609048663
Ecuador,Unintentional injuries,1992,28.16137346917164
Angola,Other infectious diseases,1992,131.70769334343532
Angola,Postpartum disorders,1992,150.70367808448432
Angola,Diabetes,1992,24.811878322321824
Micronesia (Federated States of),Respiratory infections,1995,70.75505046528723
Micronesia (Federated States of),Enteric infections,1995,25.12708002935383
Equatorial Guinea,Tropical diseases,1992,181.08417265438172
Micronesia (Federated States of),Respiratory infections,1991,80.00275665138223
Micronesia (Federated States of),Enteric infections,1991,32.59909868894824
Micronesia (Federated States of),Other infectious diseases,1991,23.21378673858873
Chad,Nutritional deficiencies,1994,79.58929818161117
Democratic Republic of the Congo,Postpartum disorders,1994,117.61280143161576
Equatorial Guinea,Nutritional deficiencies,1994,42.70390113927759
Sierra Leone,Tropical diseases,1992,280.5929068550927
Sierra Leone,Cardiovascular diseases,1992,152.71089567607177
Luxembourg,Cardiovascular diseases,1995,383.75746186462726
Cabo Verde,Digestive diseases,1992,30.54522277018613
Ukraine,Digestive diseases,1994,40.64877178503203
Djibouti,Other non-communicable diseases,1993,30.394762512246917
South Sudan,Cardiovascular diseases,1991,103.08578180598452
Finland,Digestive diseases,1994,37.57620559643927
Finland,Unintentional injuries,1994,30.24460257797967
Solomon Islands,STD,1992,20.38558240310752
Solomon Islands,Respiratory infections,1992,140.3508076814465
Solomon Islands,Enteric infections,1992,87.65586904447153
Solomon Islands,Other infectious diseases,1992,47.742660866437625
Solomon Islands,Postpartum disorders,1992,54.42881956650669
Mali,Chronic respiratory diseases,1993,32.3288186019942
Philippines,Neoplasms,1991,59.4164726168399
Taiwan (Province of China),Digestive diseases,1993,43.34775637238607
Taiwan (Province of China),Unintentional injuries,1993,29.22058899517045
Bosnia and Herzegovina,Cardiovascular diseases,1991,340.8541079273935
Saudi Arabia,Respiratory infections,1992,27.72092767817964
Saudi Arabia,Postpartum disorders,1992,58.20905567708478
Viet Nam,Neoplasms,1993,66.75743646535537
Turkmenistan,Neoplasms,1995,63.939316915506815
Czechia,Unintentional injuries,1994,41.8587809665437
Lithuania,Neoplasms,1994,222.3229205105439
Guatemala,Unintentional injuries,1993,41.302553461351295
Kyrgyzstan,Respiratory infections,1993,73.65308077099411
Kyrgyzstan,Postpartum disorders,1993,42.1696324730143
Azerbaijan,Unintentional injuries,1993,34.81962908847857
Benin,Other non-communicable diseases,1991,65.22358925867742
Mauritius,Respiratory infections,1991,30.52564705088588
Mauritius,Postpartum disorders,1991,26.522981086890297
Mozambique,Nutritional deficiencies,1991,75.38796392102908
South Sudan,Other non-communicable diseases,1991,46.058094221488005
Central African Republic,Neoplasms,1992,58.579998050825566
Pakistan,Chronic respiratory diseases,1993,58.05625241087438
Malta,Chronic respiratory diseases,1991,29.088930513157973
Sao Tome and Principe,Tropical diseases,1991,51.131292477947575
Uzbekistan,Respiratory infections,1995,99.56405629484742
Belgium,Respiratory infections,1994,39.38995526484784
Cuba,Transport injuries,1994,23.926641098036068
Chad,Unintentional injuries,1991,35.64681932256958
Luxembourg,Chronic respiratory diseases,1995,46.51373278127212
Antigua and Barbuda,Neurological disorders,1994,31.27654996516077
Liberia,Transport injuries,1993,20.10716272328752
Liberia,Postpartum disorders,1993,183.55489558852435
Liberia,Diabetes,1993,38.99534860487075
Greece,Digestive diseases,1993,28.35266652089637
Spain,Transport injuries,1992,22.63437993770202
Guyana,Respiratory infections,1993,48.252231415396565
Guyana,Enteric infections,1993,26.855906245578467
Djibouti,Respiratory infections,1993,174.62158847249555
Djibouti,Enteric infections,1993,147.4868662246494
Djibouti,Other infectious diseases,1993,91.3020740958074
Djibouti,Postpartum disorders,1993,123.88582538819055
Chile,Homicides & suicides,1993,24.075499685891973
Chad,Digestive diseases,1994,42.55417777347121
Maldives,Cardiovascular diseases,1994,137.073938244159
Belize,Postpartum disorders,1994,39.15470185678056
Palestine,Other infectious diseases,1995,21.79292554165039
Palestine,Postpartum disorders,1995,70.66171164046352
Palestine,Diabetes,1995,35.25133925931448
Greenland,Homicides & suicides,1993,115.182165113754
Cyprus,Chronic respiratory diseases,1992,46.11095882056154
Zimbabwe,Cardiovascular diseases,1995,89.05674160050467
Madagascar,Cardiovascular diseases,1995,159.1163167205381
Madagascar,Other non-communicable diseases,1995,31.733349384390007
Suriname,Homicides & suicides,1995,30.813063751682783
Saudi Arabia,Diabetes,1992,24.67321231729048
Sweden,Cardiovascular diseases,1994,506.4370667832982
Somalia,Nutritional deficiencies,1994,89.42269761330616
United States of America,Respiratory infections,1991,29.654389271065806
Eritrea,Neoplasms,1993,43.81640930833445
Colombia,Cardiovascular diseases,1994,129.97796423505767
Slovenia,Respiratory infections,1992,28.20736635197269
Mali,Transport injuries,1993,20.41980853574102
Mali,Unintentional injuries,1993,42.76778419456655
Burundi,Digestive diseases,1993,43.67515075260872
Burundi,Unintentional injuries,1993,36.34995790368733
Benin,Respiratory infections,1991,227.11368553713424
Benin,Enteric infections,1991,169.82784107834587
Benin,Other infectious diseases,1991,176.37512294833994
Benin,Postpartum disorders,1991,188.6783505207147
New Zealand,Chronic respiratory diseases,1991,45.09174008010912
Haiti,Nutritional deficiencies,1993,31.01928879313204
Haiti,Digestive diseases,1993,47.55416417280237
Marshall Islands,Unintentional injuries,1992,26.51731514441381
Nigeria,Cardiovascular diseases,1995,123.23942119775016
Nigeria,Other non-communicable diseases,1995,50.96537440949086
United States Virgin Islands,Cardiovascular diseases,1993,229.28993533656052
Georgia,Cardiovascular diseases,1993,684.327983424136
Maldives,Other non-communicable diseases,1994,30.156589005617683
Republic of Moldova,Cardiovascular diseases,1992,509.5987206703458
Sweden,Digestive diseases,1994,33.43150532490051
Palau,Chronic respiratory diseases,1992,78.07491388605482
Japan,Diabetes,1993,25.84486294720256
Cabo Verde,Homicides & suicides,1992,21.96341699507602
Democratic Republic of the Congo,Chronic respiratory diseases,1994,28.851632102771227
Uzbekistan,Postpartum disorders,1995,38.31641924078323
Syrian Arab Republic,Neoplasms,1992,37.09907530020854
Cambodia,Chronic respiratory diseases,1993,25.54316702050284
Monaco,Cardiovascular diseases,1995,645.2527052179313
Mali,Neoplasms,1993,53.532308979159794
Marshall Islands,Homicides & suicides,1995,27.93534098222924
Somalia,Digestive diseases,1994,35.18050248379276
Somalia,Unintentional injuries,1994,38.17869618956254
South Africa,Digestive diseases,1993,25.150035070285547
Peru,Cardiovascular diseases,1992,94.74314377920804
Republic of Moldova,Chronic respiratory diseases,1992,41.368200989145535
Senegal,Cardiovascular diseases,1995,98.55041839251612
Spain,Diabetes,1992,44.52713016172298
Bahrain,Cardiovascular diseases,1994,133.8363151850612
Bahrain,Other non-communicable diseases,1994,24.09858886634579
Pakistan,Respiratory infections,1995,137.1465638167664
Pakistan,Enteric infections,1995,116.06713227324792
Pakistan,Other infectious diseases,1995,120.66969371120707
Pakistan,Postpartum disorders,1995,195.05019618905447
Pakistan,Diabetes,1995,29.201250723484574
Sweden,Neurological disorders,1994,64.58813483244626
Palau,Transport injuries,1992,24.129694954564275
Rwanda,STD,1992,59.37912808230962
Equatorial Guinea,Chronic respiratory diseases,1992,33.95919061550137
Uruguay,Cardiovascular diseases,1993,358.4930694678388
Oman,Neoplasms,1995,30.8816480322392
Maldives,Respiratory infections,1994,30.66206797387961
Maldives,Enteric infections,1994,20.05310197627351
Maldives,Other infectious diseases,1994,29.159636948719317
Maldives,Postpartum disorders,1994,86.23709785421744
Slovenia,Diabetes,1995,30.450921373159595
Sao Tome and Principe,Chronic respiratory diseases,1991,49.12696971626361
Ethiopia,Other non-communicable diseases,1993,48.49650939028741
Palau,Cardiovascular diseases,1994,237.2435465692073
Sweden,Homicides & suicides,1994,21.38393478258729
Greenland,Chronic respiratory diseases,1991,43.52613557700104
Sweden,Neoplasms,1992,253.82365955158195
Ecuador,Respiratory infections,1991,67.3793845418437
South Sudan,STD,1991,21.387840955439497
South Sudan,Respiratory infections,1991,262.7749915814605
South Sudan,Enteric infections,1991,114.2683753509696
South Sudan,Other infectious diseases,1991,132.57562246621612
South Sudan,Postpartum disorders,1991,144.81871624619367
South Sudan,Diabetes,1991,24.523045674451662
Republic of Korea,Neoplasms,1993,119.1558625705038
France,Cardiovascular diseases,1994,281.646086015142
Mozambique,Neoplasms,1991,45.26524476524296
Netherlands,Cardiovascular diseases,1995,328.1859300974773
United Arab Emirates,Transport injuries,1992,42.41957171842596
New Zealand,Transport injuries,1991,23.48706797171216
Malta,Digestive diseases,1991,23.976105190698057
Benin,Diabetes,1991,26.256352017919227
Burkina Faso,Nutritional deficiencies,1991,36.11190881955306
United States of America,Diabetes,1991,32.37600149184128
Nepal,Respiratory infections,1991,212.7569050034839
Democratic Republic of the Congo,Digestive diseases,1994,36.59216158830406
Peru,Unintentional injuries,1994,49.613350023874325
Cambodia,Transport injuries,1993,24.63698807209917
Cambodia,Unintentional injuries,1993,38.3823023577659
Palau,Unintentional injuries,1992,59.78513653567908
Norway,Chronic respiratory diseases,1992,37.69896372708147
Sao Tome and Principe,Unintentional injuries,1991,25.500006602006785
India,Chronic respiratory diseases,1993,71.07664601376987
Malawi,Unintentional injuries,1995,32.00503643001133
Mauritania,Cardiovascular diseases,1993,134.4950990183173
Russian Federation,Digestive diseases,1991,29.450641456102872
Cuba,Neurological disorders,1994,25.81572798474105
Madagascar,Respiratory infections,1995,219.49604596374616
Madagascar,Enteric infections,1995,154.9932204540208
Madagascar,Other infectious diseases,1995,95.1754764848619
Peru,Digestive diseases,1991,46.8257101784788
Antigua and Barbuda,Cardiovascular diseases,1995,278.0603255304736
Burkina Faso,Neoplasms,1991,44.76349112986064
Maldives,Diabetes,1994,29.389571897995907
Saudi Arabia,Respiratory infections,1994,26.37126972244258
Saudi Arabia,Postpartum disorders,1994,50.14534359935425
Mongolia,Diabetes,1995,24.22782441689012
Russian Federation,Respiratory infections,1991,22.425158956179494
Democratic People's Republic of Korea,Neoplasms,1995,119.54431898036924
Sweden,Respiratory infections,1994,48.29563575614232
Ukraine,Unintentional injuries,1994,59.38078097343495
Croatia,Respiratory infections,1991,26.49679818258911
Cyprus,Digestive diseases,1994,30.656583104913253
Greenland,Transport injuries,1991,21.979126397244794
Chad,Tropical diseases,1992,104.81526392528956
Georgia,Respiratory infections,1993,36.25650571477733
Georgia,Postpartum disorders,1993,25.75144593916723
Bosnia and Herzegovina,Diabetes,1991,23.070625787244246
Italy,Unintentional injuries,1992,22.14453261304677
Cuba,Diabetes,1994,30.156328981286844
Belarus,Substance use disorders,1995,23.61600243659797
Haiti,Respiratory infections,1993,141.48758875335488
Haiti,Enteric infections,1993,137.61245980033385
Haiti,Other infectious diseases,1993,58.33101668843121
Haiti,Postpartum disorders,1993,83.15767008594753
Haiti,Diabetes,1993,56.35199505634523
Russian Federation,Unintentional injuries,1991,47.35827029997736
Australia,Diabetes,1995,26.30967017010636
Norway,Unintentional injuries,1992,31.649963735130555
Mauritania,Other non-communicable diseases,1993,30.105120623078022
Haiti,Homicides & suicides,1993,36.77836531533334
India,Digestive diseases,1993,36.724897001243086
Mozambique,Homicides & suicides,1991,27.7385426211898
Peru,Respiratory infections,1992,121.14431052599524
Peru,Enteric infections,1992,27.13801462918272
Peru,Postpartum disorders,1992,57.712038388775845
Peru,Diabetes,1992,21.92632906468347
Bulgaria,Neoplasms,1991,189.6892112502293
Bulgaria,Neurological disorders,1991,28.56080450760984
Samoa,Chronic respiratory diseases,1991,63.86854821912738
South Africa,Homicides & suicides,1993,76.85697268279519
Monaco,Respiratory infections,1995,57.16832270346168
Monaco,Diabetes,1995,22.0914679452055
Guam,Chronic respiratory diseases,1993,23.30739521251098
Zimbabwe,Other infectious diseases,1995,30.414555558450918
Zimbabwe,Postpartum disorders,1995,70.25792465831452
Zimbabwe,Diabetes,1995,22.96922753033823
Sweden,Diabetes,1994,26.276321216788183
Indonesia,Cardiovascular diseases,1995,161.0583195020845
Indonesia,Chronic respiratory diseases,1995,35.73781089940211
Greenland,Unintentional injuries,1991,48.667965891941066
Sierra Leone,Chronic respiratory diseases,1992,31.651044847851647
Peru,Homicides & suicides,1991,21.33835054864584
Turkey,Chronic respiratory diseases,1994,29.85255385286249
Myanmar,Transport injuries,1994,31.588991308522807
Myanmar,Unintentional injuries,1994,55.807338413678536
Democratic Republic of the Congo,Unintentional injuries,1994,28.44571929849456
Pakistan,Digestive diseases,1991,35.69510152471404
Bulgaria,Homicides & suicides,1991,26.243191874308533
Colombia,Transport injuries,1994,23.160043303286187
Colombia,Diabetes,1994,23.057564159917103
Rwanda,Tropical diseases,1991,164.6074549624156
Senegal,Cardiovascular diseases,1991,103.67670923494552
Cameroon,Tropical diseases,1991,106.03285584101975
Angola,Digestive diseases,1995,41.42369761925069
Dominica,Neoplasms,1994,200.7570147247618
Guatemala,Postpartum disorders,1993,98.03897028319284
Guatemala,Substance use disorders,1993,20.42240823610901
Guatemala,Diabetes,1993,28.822740558298328
Brazil,Cardiovascular diseases,1992,175.85829873293457
Azerbaijan,Postpartum disorders,1993,37.06910238818382
Nauru,Neoplasms,1995,70.66695978819816
Mongolia,Homicides & suicides,1993,31.027189822336027
Antigua and Barbuda,Diabetes,1995,85.73958838807049
Brazil,Chronic respiratory diseases,1995,30.40180601397238
Indonesia,Transport injuries,1995,26.290446278753716
Ethiopia,Tropical diseases,1993,32.418351504270525
Algeria,Cardiovascular diseases,1992,210.94724051865
Cameroon,Chronic respiratory diseases,1991,24.7568799193438
Iceland,Cardiovascular diseases,1993,292.6552291262227
Uruguay,Chronic respiratory diseases,1993,45.05547265283611
Andorra,Neoplasms,1995,201.96433321336067
New Zealand,Neoplasms,1995,202.21610218128373
Sierra Leone,Transport injuries,1992,25.818597268315628
Sierra Leone,Unintentional injuries,1992,44.721291200730526
Senegal,Other non-communicable diseases,1991,46.09143579382779
Samoa,Unintentional injuries,1991,28.22828149668739
Madagascar,Postpartum disorders,1995,103.6432395864566
Madagascar,Diabetes,1995,21.094704810301483
Slovakia,Diabetes,1995,25.64723766164636
Ukraine,Cardiovascular diseases,1991,706.4606389083026
Jamaica,Neoplasms,1993,89.9391307775907
New Zealand,Neurological disorders,1992,34.788199655271455
Argentina,Neurological disorders,1993,23.13486858233185
Indonesia,Neoplasms,1994,55.65791699604465
Ireland,Chronic respiratory diseases,1993,66.06752327793328
Mauritania,Respiratory infections,1993,141.73128464428734
Mauritania,Enteric infections,1993,154.79921044875277
Mauritania,Other infectious diseases,1993,91.56482511396533
Mauritania,Postpartum disorders,1993,155.29712168496002
Mauritania,Diabetes,1993,36.82819637340661
Burkina Faso,Transport injuries,1994,26.52702179437934
Equatorial Guinea,STD,1991,29.142791381764965
Equatorial Guinea,Respiratory infections,1991,345.1755101222915
Equatorial Guinea,Enteric infections,1991,311.0315266333397
Myanmar,Neoplasms,1994,83.6014869073959
Estonia,Cardiovascular diseases,1994,825.7531983394057
Algeria,Cardiovascular diseases,1994,212.13677243621797
Cuba,Homicides & suicides,1994,30.276081037390963
Switzerland,Cardiovascular diseases,1991,374.604412926116
Micronesia (Federated States of),Chronic respiratory diseases,1995,60.79166094836502
Brunei Darussalam,Chronic respiratory diseases,1993,25.693056059022403
Eswatini,Cardiovascular diseases,1993,98.68525906034976
Vanuatu,Cardiovascular diseases,1994,228.5306179672047
Argentina,Unintentional injuries,1990,27.215891413538976
Honduras,Neoplasms,1993,48.1724016107685
Antigua and Barbuda,Neurological disorders,1995,30.587573524850846
Chad,Chronic respiratory diseases,1992,29.366584013267406
Jordan,Cardiovascular diseases,1993,121.37917577082048
Kenya,Other infectious diseases,1992,70.50842582612943
Kenya,Postpartum disorders,1992,82.54937302092904
Andorra,Cardiovascular diseases,1994,129.3853363593537
Andorra,Chronic respiratory diseases,1994,30.7621784227706
Angola,Other infectious diseases,1994,129.31872909447978
Angola,Postpartum disorders,1994,149.32111246205488
Angola,Diabetes,1994,24.86205261988729
Philippines,Homicides & suicides,1993,27.25445655018997
Brazil,Other non-communicable diseases,1992,29.089684038772244
Luxembourg,Diabetes,1995,29.51416811581732
United States Virgin Islands,Unintentional injuries,1993,20.350846782865425
Malawi,Neoplasms,1995,64.3997299105465
Honduras,Respiratory infections,1993,38.643308657176746
Honduras,Enteric infections,1993,61.5745950536394
Bahrain,Postpartum disorders,1994,20.326740611717454
Bahrain,Diabetes,1994,32.78848116869206
Senegal,Other non-communicable diseases,1995,39.84573390153599
Uzbekistan,Digestive diseases,1995,38.98777099650048
Ethiopia,STD,1993,92.23215726901049
Ethiopia,Respiratory infections,1993,343.4023607876035
Ethiopia,Enteric infections,1993,210.20310234689936
Ethiopia,Other infectious diseases,1993,206.73609178717365
Ethiopia,Postpartum disorders,1993,199.3761364005398
Palestine,Homicides & suicides,1991,26.019559015620143
Cameroon,Digestive diseases,1991,36.15453685605557
Cameroon,Unintentional injuries,1991,22.951458379623467
Bahamas,Neoplasms,1995,101.33580189109756
Rwanda,Chronic respiratory diseases,1991,38.65384284448909
Rwanda,Transport injuries,1991,37.1456860192182
Senegal,Respiratory infections,1991,159.6288995923437
Senegal,Enteric infections,1991,196.85745911816187
Senegal,Other infectious diseases,1991,107.56089117402529
Senegal,Postpartum disorders,1991,144.9231124749953
Senegal,Diabetes,1991,29.173976133692253
Croatia,Chronic respiratory diseases,1991,25.5409354445837
Tonga,Neoplasms,1992,89.93058771393602
Switzerland,Chronic respiratory diseases,1994,36.931552460227465
India,Unintentional injuries,1993,44.493735613485846
Indonesia,Unintentional injuries,1995,20.64253763064941
Andorra,Neurological disorders,1995,24.40901561025329
Ukraine,Transport injuries,1991,24.409953883822883
Bolivia (Plurinational State of),Cardiovascular diseases,1995,122.80722029148096
Netherlands,Cardiovascular diseases,1991,336.63524005941935
Bulgaria,Digestive diseases,1994,50.62256493041677
Bulgaria,Unintentional injuries,1994,32.97116786470685
Switzerland,Neoplasms,1994,212.6794242543667
Croatia,Digestive diseases,1991,57.02901385956724
Croatia,Unintentional injuries,1991,36.01286754725201
Brazil,Transport injuries,1995,28.647123145112893
Brazil,Unintentional injuries,1995,21.788460111150798
Congo,Digestive diseases,1992,41.14607476403733
Rwanda,Unintentional injuries,1991,30.55858476592648
Sierra Leone,Neoplasms,1991,52.11459921713137
South Africa,STD,1993,45.698595633679886
South Africa,Respiratory infections,1993,116.65390563254212
South Africa,Enteric infections,1993,57.46254645754514
Iran (Islamic Republic of),Respiratory infections,1994,21.589567859942417
Iran (Islamic Republic of),Postpartum disorders,1994,65.69950513656373
Honduras,Postpartum disorders,1993,64.16504846894169
Côte d'Ivoire,Cardiovascular diseases,1994,87.69422494841879
Northern Mariana Islands,Respiratory infections,1994,20.231810440975632
Serbia,Digestive diseases,1993,37.227864505652335
Costa Rica,Neoplasms,1994,81.64890087474173
Guam,Cardiovascular diseases,1991,162.53532616470594
Dominica,Chronic respiratory diseases,1994,25.386067472286676
Egypt,Neoplasms,1994,43.71474169020761
Uzbekistan,Unintentional injuries,1995,32.509850589269675
Armenia,Neoplasms,1994,131.42259062572103
France,Diabetes,1994,25.140843553496865
Monaco,Neoplasms,1993,465.21064918784
Palau,Postpartum disorders,1994,20.65698728949185
Netherlands,Respiratory infections,1991,29.456690423708707
Cabo Verde,Cardiovascular diseases,1991,156.7419842725562
Oman,Cardiovascular diseases,1991,178.32414509633682
Niger,Neoplasms,1993,30.624655428584067
Solomon Islands,Other non-communicable diseases,1991,22.852539160963424
Solomon Islands,STD,1991,20.22660548199389
Solomon Islands,Respiratory infections,1991,142.1154069181746
Solomon Islands,Enteric infections,1991,91.19212328629273
Netherlands,Respiratory infections,1995,40.29401272904421
Czechia,Cardiovascular diseases,1991,659.1824457280003
Australia,Chronic respiratory diseases,1993,41.761074718871846
Colombia,Respiratory infections,1991,28.754458921496653
Seychelles,Cardiovascular diseases,1991,276.26500994612354
Hungary,Cardiovascular diseases,1994,690.0429791275945
Togo,Tropical diseases,1991,112.61289395638263
Solomon Islands,Other infectious diseases,1991,49.6735992593755
Solomon Islands,Postpartum disorders,1991,54.92171367702787
Ireland,Digestive diseases,1993,24.2350889907872
Benin,Other non-communicable diseases,1995,59.62724228636538
South Africa,Other infectious diseases,1993,22.946981092761973
South Africa,Postpartum disorders,1993,55.89122702028676
South Africa,Diabetes,1993,38.42178054022639
Estonia,Neoplasms,1995,253.90015225178016
Estonia,Neurological disorders,1995,36.43062198234102
Uruguay,Diabetes,1993,39.17092669699701
Netherlands,Diabetes,1991,35.54444744781211
Nigeria,Enteric infections,1992,315.2793479298586
Nigeria,Other infectious diseases,1992,159.39940451712542
Nigeria,Postpartum disorders,1992,149.8138603750308
Sao Tome and Principe,Nutritional deficiencies,1992,26.272864683481988
Cyprus,Neurological disorders,1994,24.38195337769266
Palau,Diabetes,1994,89.41159095499195
Grenada,Other non-communicable diseases,1993,23.130726745184592
Uganda,Tropical diseases,1994,261.6382991109557
Ecuador,Transport injuries,1994,25.918935337460013
Ecuador,Unintentional injuries,1994,26.811661631489923
Andorra,Neoplasms,1991,182.3482532194409
Tunisia,Unintentional injuries,1992,26.847724955561247
Tajikistan,Tropical diseases,1993,20.636889714865852
Dominica,Transport injuries,1994,20.9619014169128
Oman,Other non-communicable diseases,1991,23.83006725763488
Angola,Neoplasms,1992,46.71666098832869
Cabo Verde,Respiratory infections,1991,81.31196400965374
Cabo Verde,Enteric infections,1991,86.13439048314356
Cabo Verde,Other infectious diseases,1991,60.876210174521134
Cabo Verde,Postpartum disorders,1991,51.227372703728456
Bolivia (Plurinational State of),Other non-communicable diseases,1995,29.230166099666462
South Sudan,Neoplasms,1993,48.771573346131696
Colombia,Postpartum disorders,1991,43.34421659743949
Seychelles,Respiratory infections,1991,73.04647256735947
Benin,STD,1995,28.546515499736987
Benin,Respiratory infections,1995,199.1723755335284
Benin,Enteric infections,1995,143.7206657014415
Benin,Other infectious diseases,1995,145.65917584828628
Benin,Postpartum disorders,1995,174.02193606139738
Benin,Diabetes,1995,26.25467984410669
Burkina Faso,Nutritional deficiencies,1995,37.7998227588114
Pakistan,Unintentional injuries,1993,23.126771678839543
Tonga,Neoplasms,1991,88.58521220553608
Ireland,Neoplasms,1993,208.03658050092332
Germany,Neoplasms,1994,256.69316448736504
Saudi Arabia,Digestive diseases,1995,20.40211156297704
Guam,Diabetes,1991,29.882904729258343
Equatorial Guinea,Cardiovascular diseases,1994,139.29233145195437
Equatorial Guinea,Other non-communicable diseases,1994,37.14154497061517
Libya,Transport injuries,1993,35.65126895879182
Kenya,Nutritional deficiencies,1993,27.78166598683162
Trinidad and Tobago,Cardiovascular diseases,1992,269.3509816457812
Trinidad and Tobago,Other non-communicable diseases,1992,22.75435378112872
Burkina Faso,Diabetes,1994,27.452443073433106
France,Respiratory infections,1993,37.25293511235419
Afghanistan,Cardiovascular diseases,1993,299.9748388547128
Czechia,Respiratory infections,1991,24.259416507430988
Czechia,Diabetes,1991,26.80386737741416
Togo,Digestive diseases,1991,30.90683145149361
Seychelles,Other infectious diseases,1991,20.547956832396714
Seychelles,Postpartum disorders,1991,23.87711896033856
Seychelles,Diabetes,1991,37.53996470022367
Estonia,Homicides & suicides,1995,68.30620357809552
Bolivia (Plurinational State of),Transport injuries,1995,28.029896970701955
Norway,Neoplasms,1991,243.4507840767476
Italy,Chronic respiratory diseases,1995,43.222168484895846
Slovakia,Neoplasms,1993,198.5117634079457
Kiribati,Neoplasms,1995,99.04779808333753
Mauritius,Respiratory infections,1995,29.74691958845407
Mauritius,Postpartum disorders,1995,24.327730131743504
Suriname,Transport injuries,1995,20.44080018273331
Burkina Faso,Neoplasms,1995,43.30608789276443
Democratic People's Republic of Korea,Digestive diseases,1993,30.375804691564216
Democratic People's Republic of Korea,Unintentional injuries,1993,33.43013548623309
Gabon,Tropical diseases,1994,121.07900977034542
Bermuda,STD,1993,26.618836113418126
Bermuda,Respiratory infections,1993,21.284828081868746
Niue,Neoplasms,1992,134.9141868790231
Zambia,Transport injuries,1991,20.35581579741092
Nauru,Chronic respiratory diseases,1994,44.17008311071794
Nauru,Transport injuries,1994,35.93960895309932
Sao Tome and Principe,Digestive diseases,1992,47.949797686734
Tajikistan,Chronic respiratory diseases,1993,33.76555119898653
Chad,Cardiovascular diseases,1994,116.61162679853165
Chad,Other non-communicable diseases,1994,53.05663996102072
Estonia,Transport injuries,1994,55.61552935392424
Estonia,Substance use disorders,1994,23.64993427603708
Brazil,Respiratory infections,1992,47.43949894157782
Brazil,Enteric infections,1992,24.221163740945222
Brazil,Postpartum disorders,1992,50.87239862763916
Brazil,Diabetes,1992,29.76274599365381
Honduras,Homicides & suicides,1993,42.72175254318874
Benin,Tropical diseases,1992,123.2827073980606
Benin,Cardiovascular diseases,1992,118.03111010360487
Monaco,Digestive diseases,1995,45.07912581654958
Solomon Islands,Digestive diseases,1992,31.71292631468144
Nepal,Cardiovascular diseases,1993,109.53747303658118
Iran (Islamic Republic of),Cardiovascular diseases,1991,153.97701366754754
Côte d'Ivoire,Diabetes,1994,24.738330625741064
Switzerland,Respiratory infections,1991,38.522178338113314
Puerto Rico,Neoplasms,1994,131.10138250417452
